0.1,0.999585
0.123797,0.999559
0.147595,0.999525
0.171392,0.999486
0.19519,0.999442
0.218987,0.999395
0.242785,0.999345
0.266582,0.999293
0.29038,0.999238
0.314177,0.99918
0.337975,0.99912
0.361772,0.999057
0.38557,0.998991
0.409367,0.998923
0.433165,0.998852
0.456962,0.998779
0.480759,0.998703
0.504557,0.998624
0.528354,0.998542
0.552152,0.998457
0.575949,0.998369
0.599747,0.998277
0.623544,0.998182
0.647342,0.998084
0.671139,0.997982
0.694937,0.997876
0.718734,0.997766
0.742532,0.997652
0.766329,0.997532
0.790127,0.997409
0.813924,0.99728
0.837722,0.997145
0.861519,0.997005
0.885316,0.996859
0.909114,0.996707
0.932911,0.996548
0.956709,0.996381
0.980506,0.996207
1.0043,0.996024
1.0281,0.995832
1.0519,0.99563
1.0757,0.995419
1.09949,0.995196
1.12329,0.994961
1.14709,0.994712
1.17089,0.99445
1.19468,0.994172
1.21848,0.993877
1.24228,0.993564
1.26608,0.993231
1.28987,0.992876
1.31367,0.992496
1.33747,0.992089
1.36127,0.991652
1.38506,0.991181
1.40886,0.990673
1.43266,0.990122
1.45646,0.989524
1.48025,0.988871
1.50405,0.988155
1.52785,0.987367
1.55165,0.986496
1.57544,0.985526
1.59924,0.984441
1.62304,0.983216
1.64684,0.981367
1.67063,0.979662
1.69443,0.978366
1.71823,0.975295
1.74203,0.972422
1.76582,0.968853
1.78962,0.964271
1.81342,0.958098
1.83722,0.949109
1.86101,0.933727
1.88481,0.881647
1.90861,0.911686
1.93241,0.917292
1.9562,0.963726
1.98,0.981886
